0,1,2,3,4,5,6
312,Machine learning pipeline for battery state-of-health estimation,Foundations of Data Science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Foundations of Data Science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Foundations of Data Science', 'paperId': '88ca84ce36ddc1bf7b6593b7f73fe2663e2365ad', 'nodeNum': 2}]"
313,Machine learning pipeline for battery state-of-health estimation,Leveraging Data Science to Combat COVID-19: A Comprehensive Review,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Leveraging Data Science to Combat COVID-19: A Comprehensive Review']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Leveraging Data Science to Combat COVID-19: A Comprehensive Review', 'paperId': '0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24', 'nodeNum': 2}]"
314,Machine learning pipeline for battery state-of-health estimation,The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling', 'paperId': '7c1bb3f136310d95e4732da60d6130d7eb4a7fc5', 'nodeNum': 2}]"
315,Machine learning pipeline for battery state-of-health estimation,Machine learning–accelerated computational fluid dynamics,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Machine learning–accelerated computational fluid dynamics']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Machine learning–accelerated computational fluid dynamics', 'paperId': '2afa490dde7a8c582d889530c7f8b042fef6a8b7', 'nodeNum': 2}]"
316,Machine learning pipeline for battery state-of-health estimation,Human Data Science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Human Data Science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Human Data Science', 'paperId': 'c016852106ac787678105fd9dd22e57ba620517c', 'nodeNum': 2}]"
317,Machine learning pipeline for battery state-of-health estimation,Data science applications to string theory,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Data science applications to string theory']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Data science applications to string theory', 'paperId': '62a9d4f1763c5071cb2476c100614ba9741f036b', 'nodeNum': 2}]"
318,Machine learning pipeline for battery state-of-health estimation,Coronavirus disease (COVID-19) cases analysis using machine-learning applications,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Coronavirus disease (COVID-19) cases analysis using machine-learning applications']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Coronavirus disease (COVID-19) cases analysis using machine-learning applications', 'paperId': 'f381c53aeb7742e4047d06d84f9e0c4f523231a3', 'nodeNum': 2}]"
319,Machine learning pipeline for battery state-of-health estimation,Data Warehouse Tuning: The Supremacy of Bitmap Index,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Data Warehouse Tuning: The Supremacy of Bitmap Index']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Data Warehouse Tuning: The Supremacy of Bitmap Index', 'paperId': '62de964795b3b71f6010b284212e9c572b21b12e', 'nodeNum': 2}]"
320,Machine learning pipeline for battery state-of-health estimation,Analisis Data dengan Menggunakan ERD dan Model Konseptual Data Warehouse,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Analisis Data dengan Menggunakan ERD dan Model Konseptual Data Warehouse']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Analisis Data dengan Menggunakan ERD dan Model Konseptual Data Warehouse', 'paperId': '12dcaf154a8a72769646f9299d5c466667e1a367', 'nodeNum': 2}]"
321,Machine learning pipeline for battery state-of-health estimation,The Carbohydrate-Active EnZymes database (CAZy): an expert resource for Glycogenomics,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'LabelMe: A Database and Web-Based Tool for Image Annotation', 'The Carbohydrate-Active EnZymes database (CAZy): an expert resource for Glycogenomics']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'LabelMe: A Database and Web-Based Tool for Image Annotation', 'paperId': '092c275005ae49dc1303214f6d02d134457c7053', 'nodeNum': 1}, {'title': 'The Carbohydrate-Active EnZymes database (CAZy): an expert resource for Glycogenomics', 'paperId': '76eb8e5688ee2951e5f04fb14956abf93a890149', 'nodeNum': 2}]"
322,Machine learning pipeline for battery state-of-health estimation,Data Warehouse Governance Programs in Healthcare Settings: A Literature Review and a Call to Action,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Data Warehouse Governance Programs in Healthcare Settings: A Literature Review and a Call to Action']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Data Warehouse Governance Programs in Healthcare Settings: A Literature Review and a Call to Action', 'paperId': 'cca2b641ab7433209e7eb1e924e4ea31292a7477', 'nodeNum': 2}]"
323,Machine learning pipeline for battery state-of-health estimation,Domain Generalization via Model-Agnostic Learning of Semantic Features,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'Domain Generalization via Model-Agnostic Learning of Semantic Features']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'Domain Generalization via Model-Agnostic Learning of Semantic Features', 'paperId': '9f93e2de4c24acd3ffb10efae1c849a63830148d', 'nodeNum': 2}]"
324,Machine learning pipeline for battery state-of-health estimation,Key organizational factors in data warehouse architecture selection,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Key organizational factors in data warehouse architecture selection']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Key organizational factors in data warehouse architecture selection', 'paperId': 'f2f51a5f1e2edface850ff423536091f5d344ab0', 'nodeNum': 2}]"
325,Machine learning pipeline for battery state-of-health estimation,Data warehouse technology by infobright,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Data warehouse technology by infobright']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Data warehouse technology by infobright', 'paperId': '7378ece4303e7741d98f5cdde4aef931b771da60', 'nodeNum': 2}]"
326,Machine learning pipeline for battery state-of-health estimation,"MIMIC-III, a freely accessible critical care database",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Database resources of the National Center for Biotechnology Information', 'MIMIC-III, a freely accessible critical care database']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Database resources of the National Center for Biotechnology Information', 'paperId': '960e7494ef4ec5964407488080f249104cd218f0', 'nodeNum': 1}, {'title': 'MIMIC-III, a freely accessible critical care database', 'paperId': '95cd83603a0d2b6918a8e34a5637a8f382da96f5', 'nodeNum': 2}]"
327,Machine learning pipeline for battery state-of-health estimation,Gaussian Processes For Machine Learning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Gaussian Processes For Machine Learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Gaussian Processes For Machine Learning', 'paperId': '554894f70b28dba58b396c2d84080ac01051261b', 'nodeNum': 2}]"
328,Machine learning pipeline for battery state-of-health estimation,Membership Inference Attacks Against Machine Learning Models,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Membership Inference Attacks Against Machine Learning Models']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Membership Inference Attacks Against Machine Learning Models', 'paperId': 'f0dcc9aa31dc9b31b836bcac1b140c8c94a2982d', 'nodeNum': 2}]"
329,Machine learning pipeline for battery state-of-health estimation,Practical Bayesian Optimization of Machine Learning Algorithms,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Practical Bayesian Optimization of Machine Learning Algorithms']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Practical Bayesian Optimization of Machine Learning Algorithms', 'paperId': '2e2089ae76fe914706e6fa90081a79c8fe01611e', 'nodeNum': 2}]"
